CÓDIGO DO MUNICÍPIO - TOM;CÓDIGO DO MUNICÍPIO - IBGE;MUNICÍPIO - TOM;MUNICÍPIO - IBGE;UF
4519;3126000;FLORESTAL;Florestal;MG
4521;3126109;FORMIGA;Formiga;MG
4523;3126208;FORMOSO;Formoso;MG
4525;3126307;FORTALEZA DE MINAS;Fortaleza de Minas;MG
4527;3126406;FORTUNA DE MINAS;Fortuna de Minas;MG
4529;3126505;FRANCISCO BADARÓ;Francisco Badaró;MG
4531;3126604;FRANCISCO DUMONT;Francisco Dumont;MG
4533;3126703;FRANCISCO SÁ;Francisco Sá;MG
4535;3126802;FREI GASPAR;Frei Gaspar;MG
4537;3126901;FREI INOCÊNCIO;Frei Inocêncio;MG
4539;3127008;FRONTEIRA;Fronteira;MG
4541;3127107;FRUTAL;Frutal;MG
4543;3127206;FUNILÂNDIA;Funilândia;MG
4545;3127305;GALILÉIA;Galiléia;MG
4547;3127404;GONÇALVES;Gonçalves;MG
4549;3127503;GONZAGA;Gonzaga;MG
4551;3127602;Gouveia;Gouveia;MG
4553;3127701;GOVERNADOR VALADARES;Governador Valadares;MG
4555;3127800;GRÃO MOGOL;Grão Mogol;MG
4557;3127909;GRUPIARA;Grupiara;MG
4559;3128006;GUANHÃES;Guanhães;MG
4561;3128105;GUAPÉ;Guapé;MG
4563;3128204;GUARACIABA;Guaraciaba;MG
4565;3128303;GUARANÉSIA;Guaranésia;MG
4567;3128402;GUARANI;Guarani;MG
4569;3128501;GUARARÁ;Guarará;MG
4571;3128600;GUARDA-MOR;Guarda-Mor;MG
4573;3128709;GUAXUPÉ;Guaxupé;MG
4575;3128808;GUIDOVAL;Guidoval;MG
4577;3128907;GUIMARÂNIA;Guimarânia;MG
4579;3129004;GUIRICEMA;Guiricema;MG
4581;3129103;GURINHATÃ;Gurinhatã;MG
4583;3129202;HELIODORA;Heliodora;MG
4585;3129301;IAPU;Iapu;MG
4587;3129400;IBERTIOGA;Ibertioga;MG
4589;3129509;IBIÁ;Ibiá;MG
4591;3129608;IBIAÍ;Ibiaí;MG
4593;3129707;IBIRACI;Ibiraci;MG
4595;3129806;IBIRITÉ;Ibirité;MG
4597;3129905;IBITIÚRA DE MINAS;Ibitiúra de Minas;MG
4599;3130002;IBITURUNA;Ibituruna;MG
4601;3130101;IGARAPÉ;Igarapé;MG
4603;3130200;IGARATINGA;Igaratinga;MG
4605;3130309;IGUATAMA;Iguatama;MG
4607;3130408;IJACI;Ijaci;MG
4609;3130507;ILICÍNEA;Ilicínea;MG
4611;3130606;INCONFIDENTES;Inconfidentes;MG
4613;3130705;INDIANÓPOLIS;Indianópolis;MG
4615;3130804;INGAÍ;Ingaí;MG
4617;3130903;INHAPIM;Inhapim;MG
4619;3131000;INHAÚMA;Inhaúma;MG
4621;3131109;INIMUTABA;Inimutaba;MG
4623;3131208;IPANEMA;Ipanema;MG
4625;3131307;IPATINGA;Ipatinga;MG
4627;3131406;IPIAÇU;Ipiaçu;MG
4629;3131505;IPUIÚNA;Ipuiúna;MG
4631;3131604;IRAÍ DE MINAS;Iraí de Minas;MG
4633;3131703;ITABIRA;Itabira;MG
4635;3131802;ITABIRINHA;Itabirinha;MG
4637;3131901;ITABIRITO;Itabirito;MG
4639;3132008;ITACAMBIRA;Itacambira;MG
4641;3132107;ITACARAMBI;Itacarambi;MG
4643;3132206;ITAGUARA;Itaguara;MG
4645;3132305;ITAIPÉ;Itaipé;MG
4647;3132404;ITAJUBÁ;Itajubá;MG
4649;3132503;ITAMARANDIBA;Itamarandiba;MG
4651;3132602;ITAMARATI DE MINAS;Itamarati de Minas;MG
4653;3132701;ITAMBACURI;Itambacuri;MG
4655;3132800;ITAMBÉ DO MATO DENTRO;Itambé do Mato Dentro;MG
4657;3132909;ITAMOGI;Itamogi;MG
4659;3133006;ITAMONTE;Itamonte;MG
4661;3133105;ITANHANDU;Itanhandu;MG
4663;3133204;ITANHOMI;Itanhomi;MG
4665;3133303;ITAOBIM;Itaobim;MG
4667;3133402;ITAPAGIPE;Itapagipe;MG
4669;3133501;ITAPECERICA;Itapecerica;MG
4671;3133600;ITAPEVA;Itapeva;MG
4673;3133709;ITATIAIUÇU;Itatiaiuçu;MG
4675;3133808;ITAÚNA;Itaúna;MG
4677;3133907;ITAVERAVA;Itaverava;MG
4679;3134004;ITINGA;Itinga;MG
4681;3134103;ITUETA;Itueta;MG
4683;3134202;ITUIUTABA;Ituiutaba;MG
4685;3134301;ITUMIRIM;Itumirim;MG
4687;3134400;ITURAMA;Iturama;MG
4689;3134509;ITUTINGA;Itutinga;MG
4691;3134608;JABOTICATUBAS;Jaboticatubas;MG
4693;3134707;JACINTO;Jacinto;MG
4695;3134806;JACUÍ;Jacuí;MG
4697;3134905;JACUTINGA;Jacutinga;MG
4699;3135001;JAGUARAÇU;Jaguaraçu;MG
4701;3135100;JANAÚBA;Janaúba;MG
4703;3135209;JANUÁRIA;Januária;MG
4705;3135308;JAPARAÍBA;Japaraíba;MG
4707;3135407;JECEABA;Jeceaba;MG
4709;3135506;JEQUERI;Jequeri;MG
4711;3135605;JEQUITAÍ;Jequitaí;MG
4713;3135704;JEQUITIBÁ;Jequitibá;MG
4715;3135803;JEQUITINHONHA;Jequitinhonha;MG
4717;3135902;JESUÂNIA;Jesuânia;MG
4719;3136009;JOAÍMA;Joaíma;MG
4721;3136108;JOANÉSIA;Joanésia;MG
4723;3136207;JOÃO MONLEVADE;João Monlevade;MG
4725;3136306;JOÃO PINHEIRO;João Pinheiro;MG
4727;3136405;JOAQUIM FELÍCIO;Joaquim Felício;MG
4729;3136504;JORDÂNIA;Jordânia;MG
4731;3136603;NOVA UNIÃO;Nova União;MG
4733;3136702;JUIZ DE FORA;Juiz de Fora;MG
4735;3136801;JURAMENTO;Juramento;MG
4737;3136900;JURUAIA;Juruaia;MG
4739;3137007;LADAINHA;Ladainha;MG
4741;3137106;LAGAMAR;Lagamar;MG
4743;3137205;LAGOA DA PRATA;Lagoa da Prata;MG
4745;3137304;LAGOA DOS PATOS;Lagoa dos Patos;MG
4747;3137403;LAGOA DOURADA;Lagoa Dourada;MG
4749;3137502;LAGOA FORMOSA;Lagoa Formosa;MG
4751;3137601;LAGOA SANTA;Lagoa Santa;MG
4753;3137700;LAJINHA;Lajinha;MG
4755;3137809;LAMBARI;Lambari;MG
4757;3137908;LAMIM;Lamim;MG
4759;3138005;LARANJAL;Laranjal;MG
4761;3138104;LASSANCE;Lassance;MG
4763;3138203;LAVRAS;Lavras;MG
4765;3138302;LEANDRO FERREIRA;Leandro Ferreira;MG
4767;3138401;LEOPOLDINA;Leopoldina;MG
4769;3138500;LIBERDADE;Liberdade;MG
4771;3138609;LIMA DUARTE;Lima Duarte;MG
4773;3138708;LUMINÁRIAS;Luminárias;MG
4775;3138807;LUZ;Luz;MG
4777;3138906;MACHACALIS;Machacalis;MG
4779;3139003;MACHADO;Machado;MG
4781;3139102;MADRE DE DEUS DE MINAS;Madre de Deus de Minas;MG
4783;3139201;MALACACHETA;Malacacheta;MG
4785;3139300;MANGA;Manga;MG
4787;3139409;MANHUAÇU;Manhuaçu;MG
4789;3139508;MANHUMIRIM;Manhumirim;MG
4791;3139607;MANTENA;Mantena;MG
4793;3139706;MARAVILHAS;Maravilhas;MG
4795;3139805;MAR DE ESPANHA;Mar de Espanha;MG
4797;3139904;MARIA DA FÉ;Maria da Fé;MG
4799;3140001;MARIANA;Mariana;MG
4801;3140100;MARILAC;Marilac;MG
4803;3140209;MARIPÁ DE MINAS;Maripá de Minas;MG
4805;3140308;MARLIÉRIA;Marliéria;MG
4807;3140407;MARMELÓPOLIS;Marmelópolis;MG
4809;3140506;MARTINHO CAMPOS;Martinho Campos;MG
4811;3140605;MATERLÂNDIA;Materlândia;MG
4813;3140704;MATEUS LEME;Mateus Leme;MG
4815;3140803;MATIAS BARBOSA;Matias Barbosa;MG
4817;3140902;MATIPÓ;Matipó;MG
4819;3141009;MATO VERDE;Mato Verde;MG
4821;3141108;MATOZINHOS;Matozinhos;MG
4823;3141207;MATUTINA;Matutina;MG
4825;3141306;MEDEIROS;Medeiros;MG
4827;3141405;MEDINA;Medina;MG
4829;3141504;MENDES PIMENTEL;Mendes Pimentel;MG
4831;3141603;MERCÊS;Mercês;MG
4833;3141702;MESQUITA;Mesquita;MG
4835;3141801;MINAS NOVAS;Minas Novas;MG
4837;3141900;MINDURI;Minduri;MG
4839;3142007;MIRABELA;Mirabela;MG
4841;3142106;MIRADOURO;Miradouro;MG
4843;3142205;MIRAÍ;Miraí;MG
4845;3142304;MOEDA;Moeda;MG
4847;3142403;MOEMA;Moema;MG
4849;3142502;MONJOLOS;Monjolos;MG
4851;3142601;MONSENHOR PAULO;Monsenhor Paulo;MG
4853;3142700;MONTALVÂNIA;Montalvânia;MG
4855;3142809;MONTE ALEGRE DE MINAS;Monte Alegre de Minas;MG
4857;3142908;MONTE AZUL;Monte Azul;MG
4859;3143005;MONTE BELO;Monte Belo;MG
4861;3143104;MONTE CARMELO;Monte Carmelo;MG
4863;3143203;MONTE SANTO DE MINAS;Monte Santo de Minas;MG
4865;3143302;MONTES CLAROS;Montes Claros;MG
4867;3143401;MONTE SIÃO;Monte Sião;MG
4869;3143500;MORADA NOVA DE MINAS;Morada Nova de Minas;MG
4871;3143609;MORRO DA GARÇA;Morro da Garça;MG
4873;3143708;MORRO DO PILAR;Morro do Pilar;MG
4875;3143807;MUNHOZ;Munhoz;MG
4877;3143906;MURIAÉ;Muriaé;MG
4879;3144003;MUTUM;Mutum;MG
4881;3144102;MUZAMBINHO;Muzambinho;MG
4883;3144201;NACIP RAYDAN;Nacip Raydan;MG
4885;3144300;NANUQUE;Nanuque;MG
4887;3144409;NATÉRCIA;Natércia;MG
4889;3144508;NAZARENO;Nazareno;MG
4891;3144607;NEPOMUCENO;Nepomuceno;MG
4893;3144706;NOVA ERA;Nova Era;MG
4895;3144805;NOVA LIMA;Nova Lima;MG
4897;3144904;NOVA MÓDICA;Nova Módica;MG
4899;3145000;NOVA PONTE;Nova Ponte;MG
4901;3145109;NOVA RESENDE;Nova Resende;MG
4903;3145208;NOVA SERRANA;Nova Serrana;MG
4905;3145307;NOVO CRUZEIRO;Novo Cruzeiro;MG
4907;3145406;OLARIA;Olaria;MG
4909;3145505;OLÍMPIO NORONHA;Olímpio Noronha;MG
4911;3145604;OLIVEIRA;Oliveira;MG
4913;3145703;OLIVEIRA FORTES;Oliveira Fortes;MG
4915;3145802;ONÇA DE PITANGUI;Onça de Pitangui;MG
4917;3145901;OURO BRANCO;Ouro Branco;MG
4919;3146008;OURO FINO;Ouro Fino;MG
4921;3146107;OURO PRETO;Ouro Preto;MG
4923;3146206;OURO VERDE DE MINAS;Ouro Verde de Minas;MG
4925;3146305;PADRE PARAÍSO;Padre Paraíso;MG
4927;3146404;PAINEIRAS;Paineiras;MG
4929;3146503;PAINS;Pains;MG
4931;3146602;PAIVA;Paiva;MG
4933;3146701;PALMA;Palma;MG
4935;3127057;FRONTEIRA DOS VALES;Fronteira dos Vales;MG
4937;3146909;PAPAGAIOS;Papagaios;MG
4939;3147006;PARACATU;Paracatu;MG
4941;3147105;PARÁ DE MINAS;Pará de Minas;MG
4943;3147204;PARAGUAÇU;Paraguaçu;MG
4945;3147303;PARAISÓPOLIS;Paraisópolis;MG
4947;3147402;PARAOPEBA;Paraopeba;MG
4949;3147501;PASSABÉM;Passabém;MG
4951;3147600;PASSA QUATRO;Passa Quatro;MG
4953;3147709;PASSA TEMPO;Passa Tempo;MG
4955;3147808;PASSA VINTE;Passa Vinte;MG
4957;3147907;PASSOS;Passos;MG
4959;3148004;PATOS DE MINAS;Patos de Minas;MG
4961;3148103;PATROCÍNIO;Patrocínio;MG
4963;3148202;PATROCÍNIO DO MURIAÉ;Patrocínio do Muriaé;MG
4965;3148301;PAULA CÂNDIDO;Paula Cândido;MG
4967;3148400;PAULISTAS;Paulistas;MG
4969;3148509;PAVÃO;Pavão;MG
4971;3148608;PEÇANHA;Peçanha;MG
4973;3148707;PEDRA AZUL;Pedra Azul;MG
4975;3148806;PEDRA DO ANTA;Pedra do Anta;MG
4977;3148905;PEDRA DO INDAIÁ;Pedra do Indaiá;MG
4979;3149002;PEDRA DOURADA;Pedra Dourada;MG
4981;3149101;PEDRALVA;Pedralva;MG
4983;3149200;PEDRINÓPOLIS;Pedrinópolis;MG
4985;3149309;PEDRO LEOPOLDO;Pedro Leopoldo;MG
4987;3149408;PEDRO TEIXEIRA;Pedro Teixeira;MG
4989;3149507;PEQUERI;Pequeri;MG
4991;3149606;PEQUI;Pequi;MG
4993;3149705;PERDIGÃO;Perdigão;MG
4995;3149804;PERDIZES;Perdizes;MG
4997;3149903;PERDÕES;Perdões;MG
4999;3150000;PESCADOR;Pescador;MG
5001;3150109;PIAU;Piau;MG
5003;3150208;PIEDADE DE PONTE NOVA;Piedade de Ponte Nova;MG
5005;3150307;PIEDADE DO RIO GRANDE;Piedade do Rio Grande;MG
5007;3150406;PIEDADE DOS GERAIS;Piedade dos Gerais;MG
5009;3150505;PIMENTA;Pimenta;MG
5011;3150604;PIRACEMA;Piracema;MG
5013;3150703;PIRAJUBA;Pirajuba;MG
5015;3150802;PIRANGA;Piranga;MG
5017;3150901;PIRANGUÇU;Piranguçu;MG
5019;3151008;PIRANGUINHO;Piranguinho;MG
5021;3151107;PIRAPETINGA;Pirapetinga;MG
5023;3151206;PIRAPORA;Pirapora;MG
5025;3151305;PIRAÚBA;Piraúba;MG
5027;3151404;PITANGUI;Pitangui;MG
5029;3151503;PIUMHI;Piumhi;MG
5031;3151602;PLANURA;Planura;MG
5033;3151701;POÇO FUNDO;Poço Fundo;MG
5035;3151800;POÇOS DE CALDAS;Poços de Caldas;MG
5037;3151909;POCRANE;Pocrane;MG
5039;3152006;POMPÉU;Pompéu;MG
5041;3152105;PONTE NOVA;Ponte Nova;MG
5043;3152204;PORTEIRINHA;Porteirinha;MG
5045;3152303;PORTO FIRME;Porto Firme;MG
5047;3152402;POTÉ;Poté;MG
5049;3152501;POUSO ALEGRE;Pouso Alegre;MG
5051;3152600;POUSO ALTO;Pouso Alto;MG
5053;3152709;PRADOS;Prados;MG
5055;3152808;PRATA;Prata;MG
5057;3152907;PRATÁPOLIS;Pratápolis;MG
5059;3153004;PRATINHA;Pratinha;MG
5061;3153103;PRESIDENTE BERNARDES;Presidente Bernardes;MG
5063;3153202;PRESIDENTE JUSCELINO;Presidente Juscelino;MG
5065;3153301;PRESIDENTE KUBITSCHEK;Presidente Kubitschek;MG
5067;3153400;PRESIDENTE OLEGÁRIO;Presidente Olegário;MG
5069;3153509;ALTO JEQUITIBÁ;Alto Jequitibá;MG
5071;3153608;PRUDENTE DE MORAIS;Prudente de Morais;MG
5073;3153707;QUARTEL GERAL;Quartel Geral;MG
5075;3153806;Queluzito;Queluzito;MG
5077;3153905;RAPOSOS;Raposos;MG
5079;3154002;RAUL SOARES;Raul Soares;MG
5081;3154101;RECREIO;Recreio;MG
5083;3154200;RESENDE COSTA;Resende Costa;MG
5085;3154309;RESPLENDOR;Resplendor;MG
5087;3154408;RESSAQUINHA;Ressaquinha;MG
5089;3154507;RIACHO DOS MACHADOS;Riacho dos Machados;MG
5091;3154606;RIBEIRÃO DAS NEVES;Ribeirão das Neves;MG
5093;3154705;RIBEIRÃO VERMELHO;Ribeirão Vermelho;MG
5095;3154804;RIO ACIMA;Rio Acima;MG
5097;3154903;RIO CASCA;Rio Casca;MG
5099;3155009;RIO DOCE;Rio Doce;MG
5101;3155108;RIO DO PRADO;Rio do Prado;MG
5103;3155207;RIO ESPERA;Rio Espera;MG
5105;3155306;RIO MANSO;Rio Manso;MG
5107;3155405;RIO NOVO;Rio Novo;MG
5109;3155504;RIO PARANAÍBA;Rio Paranaíba;MG
5111;3155603;RIO PARDO DE MINAS;Rio Pardo de Minas;MG
5113;3155702;RIO PIRACICABA;Rio Piracicaba;MG
5115;3155801;RIO POMBA;Rio Pomba;MG
5117;3155900;RIO PRETO;Rio Preto;MG
5119;3156007;RIO VERMELHO;Rio Vermelho;MG
5121;3156106;RITÁPOLIS;Ritápolis;MG
5123;3156205;ROCHEDO DE MINAS;Rochedo de Minas;MG
5125;3156304;RODEIRO;Rodeiro;MG
5127;3156403;ROMARIA;Romaria;MG
5129;3156502;RUBELITA;Rubelita;MG
5131;3156601;RUBIM;Rubim;MG
5133;3156700;SABARÁ;Sabará;MG
5135;3156809;SABINÓPOLIS;Sabinópolis;MG
5137;3156908;SACRAMENTO;Sacramento;MG
5139;3157005;SALINAS;Salinas;MG
5141;3157104;SALTO DA DIVISA;Salto da Divisa;MG
5143;3157203;SANTA BÁRBARA;Santa Bárbara;MG
5145;3157302;SANTA BÁRBARA DO TUGÚRIO;Santa Bárbara do Tugúrio;MG
5147;3157401;SANTA CRUZ DO ESCALVADO;Santa Cruz do Escalvado;MG
5149;3157500;SANTA EFIGÊNIA DE MINAS;Santa Efigênia de Minas;MG
5151;3157609;SANTA FÉ DE MINAS;Santa Fé de Minas;MG
5153;3157708;SANTA JULIANA;Santa Juliana;MG
5155;3157807;SANTA LUZIA;Santa Luzia;MG
5157;3157906;SANTA MARGARIDA;Santa Margarida;MG
5159;3158003;SANTA MARIA DE ITABIRA;Santa Maria de Itabira;MG
5161;3158102;SANTA MARIA DO SALTO;Santa Maria do Salto;MG
5163;3158201;SANTA MARIA DO SUAÇUÍ;Santa Maria do Suaçuí;MG
5165;3158300;SANTANA DA VARGEM;Santana da Vargem;MG
5167;3158409;SANTANA DE CATAGUASES;Santana de Cataguases;MG
5169;3158508;SANTANA DE PIRAPAMA;Santana de Pirapama;MG
5171;3158607;SANTANA DO DESERTO;Santana do Deserto;MG
5173;3158706;SANTANA DO GARAMBÉU;Santana do Garambéu;MG
5175;3158805;SANTANA DO JACARÉ;Santana do Jacaré;MG
5177;3158904;SANTANA DO MANHUAÇU;Santana do Manhuaçu;MG
5179;3159001;SANTANA DO RIACHO;Santana do Riacho;MG
5181;3159100;SANTANA DOS MONTES;Santana dos Montes;MG
5183;3159209;SANTA RITA DE CALDAS;Santa Rita de Caldas;MG
5185;3159308;SANTA RITA DE JACUTINGA;Santa Rita de Jacutinga;MG
5187;3159407;SANTA RITA DE IBITIPOCA;Santa Rita de Ibitipoca;MG
5189;3159506;SANTA RITA DO ITUETO;Santa Rita do Itueto;MG
5191;3159605;SANTA RITA DO SAPUCAÍ;Santa Rita do Sapucaí;MG
5193;3159704;SANTA ROSA DA SERRA;Santa Rosa da Serra;MG
5195;3159803;SANTA VITÓRIA;Santa Vitória;MG
5197;3159902;SANTO ANTÔNIO DO AMPARO;Santo Antônio do Amparo;MG
5199;3160009;SANTO ANTÔNIO DO AVENTUREIRO;Santo Antônio do Aventureiro;MG
5201;3160108;SANTO ANTÔNIO DO GRAMA;Santo Antônio do Grama;MG
5203;3160207;SANTO ANTÔNIO DO ITAMBÉ;Santo Antônio do Itambé;MG
5205;3160306;SANTO ANTÔNIO DO JACINTO;Santo Antônio do Jacinto;MG
5207;3160405;SANTO ANTÔNIO DO MONTE;Santo Antônio do Monte;MG
5209;3160504;SANTO ANTÔNIO DO RIO ABAIXO;Santo Antônio do Rio Abaixo;MG
5211;3160603;SANTO HIPÓLITO;Santo Hipólito;MG
5213;3160702;SANTOS DUMONT;Santos Dumont;MG
5215;3160801;SÃO BENTO ABADE;São Bento Abade;MG
5217;3160900;SÃO BRÁS DO SUAÇUÍ;São Brás do Suaçuí;MG
5219;3161007;SÃO DOMINGOS DO PRATA;São Domingos do Prata;MG
5221;3161106;SÃO FRANCISCO;São Francisco;MG
5223;3161205;SÃO FRANCISCO DE PAULA;São Francisco de Paula;MG
5225;3161304;SÃO FRANCISCO DE SALES;São Francisco de Sales;MG
5227;3161403;SÃO FRANCISCO DO GLÓRIA;São Francisco do Glória;MG
5229;3161502;SÃO GERALDO;São Geraldo;MG
5231;3161601;SÃO GERALDO DA PIEDADE;São Geraldo da Piedade;MG
5233;3161700;SÃO GONÇALO DO ABAETÉ;São Gonçalo do Abaeté;MG
5235;3161809;SÃO GONÇALO DO PARÁ;São Gonçalo do Pará;MG
5237;3161908;SÃO GONÇALO DO RIO ABAIXO;São Gonçalo do Rio Abaixo;MG
5239;3162005;SÃO GONÇALO DO SAPUCAÍ;São Gonçalo do Sapucaí;MG
5241;3162104;SÃO GOTARDO;São Gotardo;MG
5243;3162203;SÃO JOÃO BATISTA DO GLÓRIA;São João Batista do Glória;MG
5245;3162302;SÃO JOÃO DA MATA;São João da Mata;MG
5247;3162401;SÃO JOÃO DA PONTE;São João da Ponte;MG
5249;3162500;SÃO JOÃO DEL REI;São João del Rei;MG
5251;3162609;SÃO JOÃO DO ORIENTE;São João do Oriente;MG
5253;3162708;SÃO JOÃO DO PARAÍSO;São João do Paraíso;MG
5255;3162807;SÃO JOÃO EVANGELISTA;São João Evangelista;MG
5257;3162906;SÃO JOÃO NEPOMUCENO;São João Nepomuceno;MG
5259;3163003;SÃO JOSÉ DA SAFIRA;São José da Safira;MG
5261;3163102;SÃO JOSÉ DA VARGINHA;São José da Varginha;MG
5263;3163201;SÃO JOSÉ DO ALEGRE;São José do Alegre;MG
5265;3163300;SÃO JOSÉ DO DIVINO;São José do Divino;MG
5267;3163409;SÃO JOSÉ DO GOIABAL;São José do Goiabal;MG
5269;3163508;SÃO JOSÉ DO JACURI;São José do Jacuri;MG
5271;3163607;SÃO JOSÉ DO MANTIMENTO;São José do Mantimento;MG
5273;3163706;SÃO LOURENÇO;São Lourenço;MG
5275;3163805;SÃO MIGUEL DO ANTA;São Miguel do Anta;MG
5277;3163904;SÃO PEDRO DA UNIÃO;São Pedro da União;MG
5279;3164001;SÃO PEDRO DOS FERROS;São Pedro dos Ferros;MG
5281;3164100;SÃO PEDRO DO SUAÇUÍ;São Pedro do Suaçuí;MG
5283;3164209;SÃO ROMÃO;São Romão;MG
5285;3164308;SÃO ROQUE DE MINAS;São Roque de Minas;MG
5287;3164407;SÃO SEBASTIÃO DA BELA VISTA;São Sebastião da Bela Vista;MG
5289;3164506;SÃO SEBASTIÃO DO MARANHÃO;São Sebastião do Maranhão;MG
5291;3164605;SÃO SEBASTIÃO DO OESTE;São Sebastião do Oeste;MG
5293;3164704;SÃO SEBASTIÃO DO PARAÍSO;São Sebastião do Paraíso;MG
5295;3164803;SÃO SEBASTIÃO DO RIO PRETO;São Sebastião do Rio Preto;MG
5297;3164902;SÃO SEBASTIÃO DO RIO VERDE;São Sebastião do Rio Verde;MG
5299;3165008;SÃO TIAGO;São Tiago;MG
5301;3165107;SÃO TOMÁS DE AQUINO;São Tomás de Aquino;MG
5303;3165206;SÃO TOMÉ DAS LETRAS;São Tomé das Letras;MG
5305;3165305;SÃO VICENTE DE MINAS;São Vicente de Minas;MG
5307;3165404;SAPUCAÍ-MIRIM;Sapucaí-Mirim;MG
5309;3165503;SARDOÁ;Sardoá;MG
5311;3165602;SENADOR CORTES;Senador Cortes;MG
5313;3165701;SENADOR FIRMINO;Senador Firmino;MG
5315;3165800;SENADOR JOSÉ BENTO;Senador José Bento;MG
5317;3165909;SENADOR MODESTINO GONÇALVES;Senador Modestino Gonçalves;MG
5319;3166006;SENHORA DE OLIVEIRA;Senhora de Oliveira;MG
5321;3166105;SENHORA DO PORTO;Senhora do Porto;MG
5323;3166204;SENHORA DOS REMÉDIOS;Senhora dos Remédios;MG
5325;3166303;SERICITA;Sericita;MG
5327;3166402;SERITINGA;Seritinga;MG
5329;3166501;SERRA AZUL DE MINAS;Serra Azul de Minas;MG
5331;3166600;SERRA DA SAUDADE;Serra da Saudade;MG
5333;3166709;SERRA DOS AIMORÉS;Serra dos Aimorés;MG
5335;3166808;SERRA DO SALITRE;Serra do Salitre;MG
5337;3166907;SERRANIA;Serrania;MG
5339;3167004;SERRANOS;Serranos;MG
5341;3167103;SERRO;Serro;MG
5343;3167202;SETE LAGOAS;Sete Lagoas;MG
5345;3167301;SILVEIRÂNIA;Silveirânia;MG
5347;3167400;SILVIANÓPOLIS;Silvianópolis;MG
5349;3167509;SIMÃO PEREIRA;Simão Pereira;MG
5351;3167608;SIMONÉSIA;Simonésia;MG
5353;3167707;SOBRÁLIA;Sobrália;MG
5355;3167806;SOLEDADE DE MINAS;Soledade de Minas;MG
5357;3167905;TABULEIRO;Tabuleiro;MG
5359;3168002;TAIOBEIRAS;Taiobeiras;MG
5361;3168101;TAPIRA;Tapira;MG
5363;3168200;TAPIRAÍ;Tapiraí;MG
5365;3168309;TAQUARAÇU DE MINAS;Taquaraçu de Minas;MG
5367;3168408;TARUMIRIM;Tarumirim;MG
5369;3168507;TEIXEIRAS;Teixeiras;MG
5371;3168606;TEÓFILO OTONI;Teófilo Otoni;MG
5373;3168705;TIMÓTEO;Timóteo;MG
5375;3168804;TIRADENTES;Tiradentes;MG
5377;3168903;TIROS;Tiros;MG
5379;3169000;TOCANTINS;Tocantins;MG
5381;3169109;TOLEDO;Toledo;MG
5383;3169208;TOMBOS;Tombos;MG
5385;3169307;TRÊS CORAÇÕES;Três Corações;MG
5387;3169406;TRÊS PONTAS;Três Pontas;MG
5389;3169505;TUMIRITINGA;Tumiritinga;MG
5391;3169604;TUPACIGUARA;Tupaciguara;MG
5393;3169703;TURMALINA;Turmalina;MG
5395;3169802;TURVOLÂNDIA;Turvolândia;MG
5397;3169901;UBÁ;Ubá;MG
5399;3170008;UBAÍ;Ubaí;MG
5401;3170107;UBERABA;Uberaba;MG
5403;3170206;UBERLÂNDIA;Uberlândia;MG
5405;3170305;UMBURATIBA;Umburatiba;MG
5407;3170404;UNAÍ;Unaí;MG
5409;3170503;URUCÂNIA;Urucânia;MG
5411;3170602;VARGEM BONITA;Vargem Bonita;MG
5413;3170701;VARGINHA;Varginha;MG
5415;3170800;VÁRZEA DA PALMA;Várzea da Palma;MG
5417;3170909;VARZELÂNDIA;Varzelândia;MG
5419;3171006;VAZANTE;Vazante;MG
5421;3172202;WENCESLAU BRAZ;Wenceslau Braz;MG
5423;3171105;VERÍSSIMO;Veríssimo;MG
5425;3171204;VESPASIANO;Vespasiano;MG
5427;3171303;VIÇOSA;Viçosa;MG
5429;3171402;VIEIRAS;Vieiras;MG
5431;3171501;MATHIAS LOBATO;Mathias Lobato;MG
5433;3171600;VIRGEM DA LAPA;Virgem da Lapa;MG
5435;3171709;VIRGÍNIA;Virgínia;MG
5437;3171808;VIRGINÓPOLIS;Virginópolis;MG
5439;3171907;VIRGOLÂNDIA;Virgolândia;MG
5441;3172004;VISCONDE DO RIO BRANCO;Visconde do Rio Branco;MG
5443;3172103;VOLTA GRANDE;Volta Grande;MG
5445;3545159;SALTINHO;Saltinho;SP
5447;3549953;SÃO LOURENÇO DA SERRA;São Lourenço da Serra;SP
5449;4128633;DOUTOR ULYSSES;Doutor Ulysses;PR
5451;4111258;ITAPERUÇU;Itaperuçu;PR
5453;4119152;PINHAIS;Pinhais;PR
5455;4127882;TUNAS DO PARANÁ;Tunas do Paraná;PR
5457;4117214;NOVA SANTA BÁRBARA;Nova Santa Bárbara;PR
5459;4115754;MAUÁ DA SERRA;Mauá da Serra;PR
5461;4119657;PITANGUEIRAS;Pitangueiras;PR
5463;4101051;ANAHY;Anahy;PR
5465;4107124;DIAMANTE DO SUL;Diamante do Sul;PR
5467;4110052;IGUATU;Iguatu;PR
5469;4123824;SANTA LÚCIA;Santa Lúcia;PR
5471;4103024;BOA ESPERANÇA DO IGUAÇU;Boa Esperança do Iguaçu;PR
5473;4106571;CRUZEIRO DO IGUAÇU;Cruzeiro do Iguaçu;PR
5475;4107850;FLOR DA SERRA DO SUL;Flor da Serra do Sul;PR
5477;4116950;NOVA ESPERANÇA DO SUDOESTE;Nova Esperança do Sudoeste;PR
